2026-02-10 00:16:56 startup archives install
2026-03-14 07:44:10 status installed linux-image-generic:amd64 6.8.0-106.106
2026-03-14 07:44:10 configure linux-generic:amd64 6.8.0-106.106 <none>
2026-03-14 07:44:10 status unpacked linux-generic:amd64 6.8.0-106.106
2026-03-14 07:44:10 status half-configured linux-generic:amd64 6.8.0-106.106
2026-03-14 07:44:10 status installed linux-generic:amd64 6.8.0-106.106
2026-03-14 07:44:10 trigproc linux-image-6.8.0-106-generic:amd64 6.8.0-106.106 <none>
2026-03-14 07:44:10 status half-configured linux-image-6.8.0-106-generic:amd64 6.8.0-106.106
2026-03-14 07:44:53 status installed linux-image-6.8.0-106-generic:amd64 6.8.0-106.106
2026-03-14 07:45:03 startup archives unpack
2026-03-14 07:45:04 upgrade bsdutils:amd64 1:2.39.3-9ubuntu6.4 1:2.39.3-9ubuntu6.5
2026-03-14 07:45:04 status half-configured bsdutils:amd64 1:2.39.3-9ubuntu6.4
2026-03-14 07:45:04 status unpacked bsdutils:amd64 1:2.39.3-9ubuntu6.4
2026-03-14 07:45:04 status half-installed bsdutils:amd64 1:2.39.3-9ubuntu6.4
2026-03-14 07:45:04 status triggers-pending man-db:amd64 2.12.0-4build2
2026-03-14 07:45:04 status unpacked bsdutils:amd64 1:2.39.3-9ubuntu6.5
2026-03-14 07:45:04 startup packages configure
2026-03-14 07:45:04 configure bsdutils:amd64 1:2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:04 status unpacked bsdutils:amd64 1:2.39.3-9ubuntu6.5
2026-03-14 07:45:04 status half-configured bsdutils:amd64 1:2.39.3-9ubuntu6.5
2026-03-14 07:45:04 status installed bsdutils:amd64 1:2.39.3-9ubuntu6.5
2026-03-14 07:45:04 startup archives unpack
2026-03-14 07:45:05 upgrade util-linux:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:05 status half-configured util-linux:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:05 status unpacked util-linux:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:05 status half-installed util-linux:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:06 status unpacked util-linux:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:06 startup packages configure
2026-03-14 07:45:06 configure util-linux:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:06 status unpacked util-linux:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:06 status half-configured util-linux:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:07 status installed util-linux:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:07 startup archives unpack
2026-03-14 07:45:08 upgrade mount:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 status half-configured mount:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status unpacked mount:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status half-installed mount:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status unpacked mount:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 upgrade libsmartcols1:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 status triggers-pending libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:08 status half-configured libsmartcols1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status unpacked libsmartcols1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status half-installed libsmartcols1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status unpacked libsmartcols1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 startup packages configure
2026-03-14 07:45:08 configure libsmartcols1:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:08 status unpacked libsmartcols1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 status half-configured libsmartcols1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 status installed libsmartcols1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 startup archives unpack
2026-03-14 07:45:08 upgrade libuuid1:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 status half-configured libuuid1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status unpacked libuuid1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status half-installed libuuid1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status unpacked libuuid1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 startup packages configure
2026-03-14 07:45:08 configure libuuid1:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:08 status unpacked libuuid1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 status half-configured libuuid1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 status installed libuuid1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 startup archives unpack
2026-03-14 07:45:08 upgrade uuid-runtime:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:08 status half-configured uuid-runtime:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status unpacked uuid-runtime:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status half-installed uuid-runtime:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:08 status unpacked uuid-runtime:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 upgrade libblkid1:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status half-configured libblkid1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked libblkid1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status half-installed libblkid1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked libblkid1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 startup packages configure
2026-03-14 07:45:09 configure libblkid1:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:09 status unpacked libblkid1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status half-configured libblkid1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status installed libblkid1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 startup archives unpack
2026-03-14 07:45:09 upgrade libmount1:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status half-configured libmount1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked libmount1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status half-installed libmount1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked libmount1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 startup packages configure
2026-03-14 07:45:09 configure libmount1:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:09 status unpacked libmount1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status half-configured libmount1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status installed libmount1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 startup archives unpack
2026-03-14 07:45:09 upgrade eject:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status half-configured eject:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked eject:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status half-installed eject:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked eject:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 upgrade libfdisk1:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status half-configured libfdisk1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked libfdisk1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status half-installed libfdisk1:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked libfdisk1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 upgrade bsdextrautils:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:09 status half-configured bsdextrautils:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked bsdextrautils:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status half-installed bsdextrautils:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:09 status unpacked bsdextrautils:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 upgrade fdisk:amd64 2.39.3-9ubuntu6.4 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status half-configured fdisk:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:10 status unpacked fdisk:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:10 status half-installed fdisk:amd64 2.39.3-9ubuntu6.4
2026-03-14 07:45:10 status unpacked fdisk:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 startup packages configure
2026-03-14 07:45:10 configure bsdextrautils:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:10 status unpacked bsdextrautils:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status half-configured bsdextrautils:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status installed bsdextrautils:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 configure eject:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:10 status unpacked eject:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status half-configured eject:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status installed eject:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 configure libfdisk1:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:10 status unpacked libfdisk1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status half-configured libfdisk1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status installed libfdisk1:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 configure mount:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:10 status unpacked mount:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status half-configured mount:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status installed mount:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 configure uuid-runtime:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:10 status unpacked uuid-runtime:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:10 status half-configured uuid-runtime:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:12 status installed uuid-runtime:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:12 configure fdisk:amd64 2.39.3-9ubuntu6.5 <none>
2026-03-14 07:45:12 status unpacked fdisk:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:12 status half-configured fdisk:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:12 status installed fdisk:amd64 2.39.3-9ubuntu6.5
2026-03-14 07:45:12 trigproc man-db:amd64 2.12.0-4build2 <none>
2026-03-14 07:45:12 status half-configured man-db:amd64 2.12.0-4build2
2026-03-14 07:45:14 status installed man-db:amd64 2.12.0-4build2
2026-03-14 07:45:14 trigproc libc-bin:amd64 2.39-0ubuntu8.7 <none>
2026-03-14 07:45:14 status half-configured libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:14 status installed libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:22 startup archives unpack
2026-03-14 07:45:22 upgrade libfreetype6:amd64 2.13.2+dfsg-1build3 2.13.2+dfsg-1ubuntu0.1
2026-03-14 07:45:22 status triggers-pending libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:22 status half-configured libfreetype6:amd64 2.13.2+dfsg-1build3
2026-03-14 07:45:22 status unpacked libfreetype6:amd64 2.13.2+dfsg-1build3
2026-03-14 07:45:22 status half-installed libfreetype6:amd64 2.13.2+dfsg-1build3
2026-03-14 07:45:22 status unpacked libfreetype6:amd64 2.13.2+dfsg-1ubuntu0.1
2026-03-14 07:45:23 startup packages configure
2026-03-14 07:45:23 configure libfreetype6:amd64 2.13.2+dfsg-1ubuntu0.1 <none>
2026-03-14 07:45:23 status unpacked libfreetype6:amd64 2.13.2+dfsg-1ubuntu0.1
2026-03-14 07:45:23 status half-configured libfreetype6:amd64 2.13.2+dfsg-1ubuntu0.1
2026-03-14 07:45:23 status installed libfreetype6:amd64 2.13.2+dfsg-1ubuntu0.1
2026-03-14 07:45:23 trigproc libc-bin:amd64 2.39-0ubuntu8.7 <none>
2026-03-14 07:45:23 status half-configured libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:23 status installed libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:29 startup archives unpack
2026-03-14 07:45:29 upgrade python3-cryptography:amd64 41.0.7-4ubuntu0.1 41.0.7-4ubuntu0.3
2026-03-14 07:45:29 status half-configured python3-cryptography:amd64 41.0.7-4ubuntu0.1
2026-03-14 07:45:30 status unpacked python3-cryptography:amd64 41.0.7-4ubuntu0.1
2026-03-14 07:45:30 status half-installed python3-cryptography:amd64 41.0.7-4ubuntu0.1
2026-03-14 07:45:30 status unpacked python3-cryptography:amd64 41.0.7-4ubuntu0.3
2026-03-14 07:45:30 startup packages configure
2026-03-14 07:45:30 configure python3-cryptography:amd64 41.0.7-4ubuntu0.3 <none>
2026-03-14 07:45:30 status unpacked python3-cryptography:amd64 41.0.7-4ubuntu0.3
2026-03-14 07:45:30 status half-configured python3-cryptography:amd64 41.0.7-4ubuntu0.3
2026-03-14 07:45:31 status installed python3-cryptography:amd64 41.0.7-4ubuntu0.3
2026-03-14 07:45:36 startup archives unpack
2026-03-14 07:45:36 upgrade sudo:amd64 1.9.15p5-3ubuntu5.24.04.1 1.9.15p5-3ubuntu5.24.04.2
2026-03-14 07:45:36 status triggers-pending libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:36 status half-configured sudo:amd64 1.9.15p5-3ubuntu5.24.04.1
2026-03-14 07:45:36 status unpacked sudo:amd64 1.9.15p5-3ubuntu5.24.04.1
2026-03-14 07:45:36 status half-installed sudo:amd64 1.9.15p5-3ubuntu5.24.04.1
2026-03-14 07:45:36 status triggers-pending man-db:amd64 2.12.0-4build2
2026-03-14 07:45:36 status unpacked sudo:amd64 1.9.15p5-3ubuntu5.24.04.2
2026-03-14 07:45:36 startup packages configure
2026-03-14 07:45:36 configure sudo:amd64 1.9.15p5-3ubuntu5.24.04.2 <none>
2026-03-14 07:45:36 status unpacked sudo:amd64 1.9.15p5-3ubuntu5.24.04.2
2026-03-14 07:45:36 status half-configured sudo:amd64 1.9.15p5-3ubuntu5.24.04.2
2026-03-14 07:45:36 status installed sudo:amd64 1.9.15p5-3ubuntu5.24.04.2
2026-03-14 07:45:36 trigproc man-db:amd64 2.12.0-4build2 <none>
2026-03-14 07:45:36 status half-configured man-db:amd64 2.12.0-4build2
2026-03-14 07:45:39 status installed man-db:amd64 2.12.0-4build2
2026-03-14 07:45:39 trigproc libc-bin:amd64 2.39-0ubuntu8.7 <none>
2026-03-14 07:45:39 status half-configured libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:39 status installed libc-bin:amd64 2.39-0ubuntu8.7
2026-03-14 07:45:46 startup packages remove
2026-03-14 07:45:46 status installed linux-headers-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:45:46 remove linux-headers-6.8.0-100-generic:amd64 6.8.0-100.100 <none>
2026-03-14 07:45:46 status half-configured linux-headers-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:45:46 status half-installed linux-headers-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:45:48 status config-files linux-headers-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:45:48 status not-installed linux-headers-6.8.0-100-generic:amd64 <none>
2026-03-14 07:45:48 status installed linux-headers-6.8.0-100:all 6.8.0-100.100
2026-03-14 07:45:48 remove linux-headers-6.8.0-100:all 6.8.0-100.100 <none>
2026-03-14 07:45:48 status half-configured linux-headers-6.8.0-100:all 6.8.0-100.100
2026-03-14 07:45:48 status half-installed linux-headers-6.8.0-100:all 6.8.0-100.100
2026-03-14 07:45:58 status config-files linux-headers-6.8.0-100:all 6.8.0-100.100
2026-03-14 07:45:58 status not-installed linux-headers-6.8.0-100:all <none>
2026-03-14 07:45:58 startup packages configure
2026-03-14 07:46:08 startup packages remove
2026-03-14 07:46:08 status installed linux-image-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:08 remove linux-image-6.8.0-100-generic:amd64 6.8.0-100.100 <none>
2026-03-14 07:46:08 status half-configured linux-image-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:09 status half-installed linux-image-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:18 status config-files linux-image-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:18 status installed linux-modules-extra-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:18 remove linux-modules-extra-6.8.0-100-generic:amd64 6.8.0-100.100 <none>
2026-03-14 07:46:18 status half-configured linux-modules-extra-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:18 status half-installed linux-modules-extra-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:28 status config-files linux-modules-extra-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:28 status installed linux-modules-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:28 remove linux-modules-6.8.0-100-generic:amd64 6.8.0-100.100 <none>
2026-03-14 07:46:28 status half-configured linux-modules-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:28 status half-installed linux-modules-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:28 status config-files linux-modules-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:28 startup packages configure
2026-03-14 07:46:35 startup packages remove
2026-03-14 07:46:35 status installed linux-tools-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:35 remove linux-tools-6.8.0-100-generic:amd64 6.8.0-100.100 <none>
2026-03-14 07:46:35 status half-configured linux-tools-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:35 status half-installed linux-tools-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:36 status config-files linux-tools-6.8.0-100-generic:amd64 6.8.0-100.100
2026-03-14 07:46:36 status not-installed linux-tools-6.8.0-100-generic:amd64 <none>
2026-03-14 07:46:36 status installed linux-tools-6.8.0-100:amd64 6.8.0-100.100
2026-03-14 07:46:36 remove linux-tools-6.8.0-100:amd64 6.8.0-100.100 <none>
2026-03-14 07:46:36 status half-configured linux-tools-6.8.0-100:amd64 6.8.0-100.100
2026-03-14 07:46:36 status half-installed linux-tools-6.8.0-100:amd64 6.8.0-100.100
2026-03-14 07:46:36 status config-files linux-tools-6.8.0-100:amd64 6.8.0-100.100
2026-03-14 07:46:36 status not-installed linux-tools-6.8.0-100:amd64 <none>
2026-03-14 07:46:36 startup packages configure
2026-03-18 10:24:02 startup archives unpack
2026-03-18 10:24:03 install libdrm-amdgpu1:amd64 <none> 2.4.125-1ubuntu0.1~24.04.1
2026-03-18 10:24:03 status triggers-pending libc-bin:amd64 2.39-0ubuntu8.7
2026-03-18 10:24:03 status half-installed libdrm-amdgpu1:amd64 2.4.125-1ubuntu0.1~24.04.1
2026-03-18 10:24:04 status unpacked libdrm-amdgpu1:amd64 2.4.125-1ubuntu0.1~24.04.1
2026-03-18 10:24:04 install libpciaccess0:amd64 <none> 0.17-3ubuntu0.24.04.2
2026-03-18 10:24:04 status half-installed libpciaccess0:amd64 0.17-3ubuntu0.24.04.2
2026-03-18 10:24:04 status unpacked libpciaccess0:amd64 0.17-3ubuntu0.24.04.2
2026-03-18 10:24:04 install libdrm-intel1:amd64 <none> 2.4.125-1ubuntu0.1~24.04.1
2026-03-18 10:24:04 status half-installed libdrm-intel1:amd64 2.4.125-1ubuntu0.1~24.04.1
2026-03-18 10:24:04 status unpacked libdrm-intel1:amd64 2.4.125-1ubuntu0.1~24.04.1
2026-03-18 10:24:04 install libllvm20:amd64 <none> 1:20.1.2-0ubuntu1~24.04.2
2026-03-18 10:24:04 status half-installed libllvm20:amd64 1:20.1.2-0ubuntu1~24.04.2
2026-03-18 10:24:07 status unpacked libllvm20:amd64 1:20.1.2-0ubuntu1~24.04.2
2026-03-18 10:24:07 install libx11-xcb1:amd64 <none> 2:1.8.7-1build1
2026-03-18 10:24:07 status half-installed libx11-xcb1:amd64 2:1.8.7-1build1
2026-03-18 10:24:07 status unpacked libx11-xcb1:amd64 2:1.8.7-1build1
2026-03-18 10:24:08 install libxcb-dri3-0:amd64 <none> 1.15-1ubuntu2
2026-03-18 10:24:08 status half-installed libxcb-dri3-0:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 status unpacked libxcb-dri3-0:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 install libxcb-present0:amd64 <none> 1.15-1ubuntu2
2026-03-18 10:24:08 status half-installed libxcb-present0:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 status unpacked libxcb-present0:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 install libxcb-randr0:amd64 <none> 1.15-1ubuntu2
2026-03-18 10:24:08 status half-installed libxcb-randr0:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 status unpacked libxcb-randr0:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 install libxcb-sync1:amd64 <none> 1.15-1ubuntu2
2026-03-18 10:24:08 status half-installed libxcb-sync1:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 status unpacked libxcb-sync1:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 install libxcb-xfixes0:amd64 <none> 1.15-1ubuntu2
2026-03-18 10:24:08 status half-installed libxcb-xfixes0:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 status unpacked libxcb-xfixes0:amd64 1.15-1ubuntu2
2026-03-18 10:24:08 install libxshmfence1:amd64 <none> 1.3-1build5
2026-03-18 10:24:08 status half-installed libxshmfence1:amd64 1.3-1build5
2026-03-18 10:24:08 status unpacked libxshmfence1:amd64 1.3-1build5
2026-03-18 10:24:09 install mesa-libgallium:amd64 <none> 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:09 status half-installed mesa-libgallium:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:10 status unpacked mesa-libgallium:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:10 install libgbm1:amd64 <none> 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:10 status half-installed libgbm1:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:11 status unpacked libgbm1:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:11 install libwayland-client0:amd64 <none> 1.22.0-2.1build1
2026-03-18 10:24:11 status half-installed libwayland-client0:amd64 1.22.0-2.1build1
2026-03-18 10:24:11 status unpacked libwayland-client0:amd64 1.22.0-2.1build1
2026-03-18 10:24:11 install libegl-mesa0:amd64 <none> 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:11 status half-installed libegl-mesa0:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:11 status unpacked libegl-mesa0:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:11 install libepoxy0:amd64 <none> 1.5.10-1build1
2026-03-18 10:24:11 status half-installed libepoxy0:amd64 1.5.10-1build1
2026-03-18 10:24:11 status unpacked libepoxy0:amd64 1.5.10-1build1
2026-03-18 10:24:11 install libfontenc1:amd64 <none> 1:1.1.8-1build1
2026-03-18 10:24:11 status half-installed libfontenc1:amd64 1:1.1.8-1build1
2026-03-18 10:24:11 status unpacked libfontenc1:amd64 1:1.1.8-1build1
2026-03-18 10:24:11 install libgdk-pixbuf2.0-common:all <none> 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:11 status half-installed libgdk-pixbuf2.0-common:all 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:11 status unpacked libgdk-pixbuf2.0-common:all 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:12 install libgdk-pixbuf-2.0-0:amd64 <none> 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:12 status half-installed libgdk-pixbuf-2.0-0:amd64 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:12 status unpacked libgdk-pixbuf-2.0-0:amd64 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:12 install libgdk-pixbuf2.0-bin:amd64 <none> 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:12 status half-installed libgdk-pixbuf2.0-bin:amd64 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:12 status triggers-pending man-db:amd64 2.12.0-4build2
2026-03-18 10:24:12 status unpacked libgdk-pixbuf2.0-bin:amd64 2.42.10+dfsg-3ubuntu3.2
2026-03-18 10:24:12 install libvulkan1:amd64 <none> 1.3.275.0-1build1
2026-03-18 10:24:12 status half-installed libvulkan1:amd64 1.3.275.0-1build1
2026-03-18 10:24:12 status unpacked libvulkan1:amd64 1.3.275.0-1build1
2026-03-18 10:24:12 install libgl1-mesa-dri:amd64 <none> 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:12 status half-installed libgl1-mesa-dri:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:12 status unpacked libgl1-mesa-dri:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:12 install libxcb-glx0:amd64 <none> 1.15-1ubuntu2
2026-03-18 10:24:12 status half-installed libxcb-glx0:amd64 1.15-1ubuntu2
2026-03-18 10:24:12 status unpacked libxcb-glx0:amd64 1.15-1ubuntu2
2026-03-18 10:24:12 install libxxf86vm1:amd64 <none> 1:1.1.4-1build4
2026-03-18 10:24:12 status half-installed libxxf86vm1:amd64 1:1.1.4-1build4
2026-03-18 10:24:12 status unpacked libxxf86vm1:amd64 1:1.1.4-1build4
2026-03-18 10:24:12 install libglx-mesa0:amd64 <none> 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:12 status half-installed libglx-mesa0:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:12 status unpacked libglx-mesa0:amd64 25.2.8-0ubuntu0.24.04.1
2026-03-18 10:24:12 install x11-common:all <none> 1:7.7+23ubuntu3
2026-03-18 10:24:12 status half-installed x11-common:all 1:7.7+23ubuntu3
2026-03-18 10:24:13 status unpacked x11-common:all 1:7.7+23ubuntu3
2026-03-18 10:24:13 install libice6:amd64 <none> 2:1.0.10-1build3
2026-03-18 10:24:13 status half-installed libice6:amd64 2:1.0.10-1build3
2026-03-18 10:24:13 status unpacked libice6:amd64 2:1.0.10-1build3
2026-03-18 10:24:13 install libnotify4:amd64 <none> 0.8.3-1build2
2026-03-18 10:24:13 status half-installed libnotify4:amd64 0.8.3-1build2
2026-03-18 10:24:13 status unpacked libnotify4:amd64 0.8.3-1build2
2026-03-18 10:24:13 install libnotify-bin:amd64 <none> 0.8.3-1build2
2026-03-18 10:24:13 status half-installed libnotify-bin:amd64 0.8.3-1build2
2026-03-18 10:24:13 status unpacked libnotify-bin:amd64 0.8.3-1build2
2026-03-18 10:24:13 install libsm6:amd64 <none> 2:1.2.3-1build3
2026-03-18 10:24:13 status half-installed libsm6:amd64 2:1.2.3-1build3
