2026-02-10 00:16:56 startup archives install
2026-02-10 00:25:03 status unpacked coreutils:amd64 9.4-3ubuntu6.1
2026-02-10 00:25:03 status half-configured coreutils:amd64 9.4-3ubuntu6.1
2026-02-10 00:25:03 status installed coreutils:amd64 9.4-3ubuntu6.1
2026-02-10 00:25:03 startup archives unpack
2026-02-10 00:25:03 upgrade libbz2-1.0:amd64 1.0.8-5.1 1.0.8-5.1build0.1
2026-02-10 00:25:03 status half-configured libbz2-1.0:amd64 1.0.8-5.1
2026-02-10 00:25:03 status unpacked libbz2-1.0:amd64 1.0.8-5.1
2026-02-10 00:25:03 status half-installed libbz2-1.0:amd64 1.0.8-5.1
2026-02-10 00:25:03 status unpacked libbz2-1.0:amd64 1.0.8-5.1build0.1
2026-02-10 00:25:03 startup packages configure
2026-02-10 00:25:03 configure libbz2-1.0:amd64 1.0.8-5.1build0.1 <none>
2026-02-10 00:25:03 status unpacked libbz2-1.0:amd64 1.0.8-5.1build0.1
2026-02-10 00:25:03 status half-configured libbz2-1.0:amd64 1.0.8-5.1build0.1
2026-02-10 00:25:03 status installed libbz2-1.0:amd64 1.0.8-5.1build0.1
2026-02-10 00:25:03 startup archives unpack
2026-02-10 00:25:03 upgrade liblz4-1:amd64 1.9.4-1build1 1.9.4-1build1.1
2026-02-10 00:25:03 status half-configured liblz4-1:amd64 1.9.4-1build1
2026-02-10 00:25:03 status unpacked liblz4-1:amd64 1.9.4-1build1
2026-02-10 00:25:03 status half-installed liblz4-1:amd64 1.9.4-1build1
2026-02-10 00:25:03 status unpacked liblz4-1:amd64 1.9.4-1build1.1
2026-02-10 00:25:03 startup packages configure
2026-02-10 00:25:03 configure liblz4-1:amd64 1.9.4-1build1.1 <none>
2026-02-10 00:25:03 status unpacked liblz4-1:amd64 1.9.4-1build1.1
2026-02-10 00:25:03 status half-configured liblz4-1:amd64 1.9.4-1build1.1
2026-02-10 00:25:03 status installed liblz4-1:amd64 1.9.4-1build1.1
2026-02-10 00:25:03 startup archives unpack
2026-02-10 00:25:03 upgrade liblzma5:amd64 5.6.1+really5.4.5-1 5.6.1+really5.4.5-1ubuntu0.2
2026-02-10 00:25:03 status half-configured liblzma5:amd64 5.6.1+really5.4.5-1
2026-02-10 00:25:03 status unpacked liblzma5:amd64 5.6.1+really5.4.5-1
2026-02-10 00:25:03 status half-installed liblzma5:amd64 5.6.1+really5.4.5-1
2026-02-10 00:25:03 status unpacked liblzma5:amd64 5.6.1+really5.4.5-1ubuntu0.2
2026-02-10 00:25:03 startup packages configure
2026-02-10 00:25:03 configure liblzma5:amd64 5.6.1+really5.4.5-1ubuntu0.2 <none>
2026-02-10 00:25:03 status unpacked liblzma5:amd64 5.6.1+really5.4.5-1ubuntu0.2
2026-02-10 00:25:03 status half-configured liblzma5:amd64 5.6.1+really5.4.5-1ubuntu0.2
2026-02-10 00:25:03 status installed liblzma5:amd64 5.6.1+really5.4.5-1ubuntu0.2
2026-02-10 00:25:03 startup archives unpack
2026-02-10 00:25:03 upgrade libcap2:amd64 1:2.66-5ubuntu2 1:2.66-5ubuntu2.2
2026-02-10 00:25:03 status half-configured libcap2:amd64 1:2.66-5ubuntu2
2026-02-10 00:25:03 status unpacked libcap2:amd64 1:2.66-5ubuntu2
2026-02-10 00:25:03 status half-installed libcap2:amd64 1:2.66-5ubuntu2
2026-02-10 00:25:03 status unpacked libcap2:amd64 1:2.66-5ubuntu2.2
2026-02-10 00:25:03 startup packages configure
2026-02-10 00:25:03 configure libcap2:amd64 1:2.66-5ubuntu2.2 <none>
2026-02-10 00:25:03 status unpacked libcap2:amd64 1:2.66-5ubuntu2.2
2026-02-10 00:25:03 status half-configured libcap2:amd64 1:2.66-5ubuntu2.2
2026-02-10 00:25:03 status installed libcap2:amd64 1:2.66-5ubuntu2.2
2026-02-10 00:25:03 startup archives unpack
2026-02-10 00:25:03 upgrade libzstd1:amd64 1.5.5+dfsg2-2build1 1.5.5+dfsg2-2build1.1
2026-02-10 00:25:03 status half-configured libzstd1:amd64 1.5.5+dfsg2-2build1
2026-02-10 00:25:03 status unpacked libzstd1:amd64 1.5.5+dfsg2-2build1
2026-02-10 00:25:03 status half-installed libzstd1:amd64 1.5.5+dfsg2-2build1
2026-02-10 00:25:03 status unpacked libzstd1:amd64 1.5.5+dfsg2-2build1.1
2026-02-10 00:25:03 startup packages configure
2026-02-10 00:25:03 configure libzstd1:amd64 1.5.5+dfsg2-2build1.1 <none>
2026-02-10 00:25:03 status unpacked libzstd1:amd64 1.5.5+dfsg2-2build1.1
2026-02-10 00:25:03 status half-configured libzstd1:amd64 1.5.5+dfsg2-2build1.1
2026-02-10 00:25:03 status installed libzstd1:amd64 1.5.5+dfsg2-2build1.1
2026-02-10 00:25:03 startup archives unpack
2026-02-10 00:25:03 upgrade libsystemd0:amd64 255.4-1ubuntu8 255.4-1ubuntu8.12
2026-02-10 00:25:03 status half-configured libsystemd0:amd64 255.4-1ubuntu8
2026-02-10 00:25:03 status unpacked libsystemd0:amd64 255.4-1ubuntu8
2026-02-10 00:25:03 status half-installed libsystemd0:amd64 255.4-1ubuntu8
2026-02-10 00:25:03 status unpacked libsystemd0:amd64 255.4-1ubuntu8.12
2026-02-10 00:25:03 startup packages configure
2026-02-10 00:25:03 configure libsystemd0:amd64 255.4-1ubuntu8.12 <none>
2026-02-10 00:25:03 status unpacked libsystemd0:amd64 255.4-1ubuntu8.12
2026-02-10 00:25:03 status half-configured libsystemd0:amd64 255.4-1ubuntu8.12
2026-02-10 00:25:03 status installed libsystemd0:amd64 255.4-1ubuntu8.12
2026-02-10 00:25:03 startup archives unpack
2026-02-10 00:25:03 upgrade libudev1:amd64 255.4-1ubuntu8 255.4-1ubuntu8.12
2026-02-10 00:25:03 status half-configured libudev1:amd64 255.4-1ubuntu8
2026-02-10 00:25:03 status unpacked libudev1:amd64 255.4-1ubuntu8
2026-02-10 00:25:03 status half-installed libudev1:amd64 255.4-1ubuntu8
2026-02-10 00:25:03 status unpacked libudev1:amd64 255.4-1ubuntu8.12
2026-02-10 00:25:03 startup packages configure
2026-02-10 00:25:03 configure libudev1:amd64 255.4-1ubuntu8.12 <none>
2026-02-10 00:25:03 status unpacked libudev1:amd64 255.4-1ubuntu8.12
2026-02-10 00:25:03 status half-configured libudev1:amd64 255.4-1ubuntu8.12
2026-02-10 00:25:03 status installed libudev1:amd64 255.4-1ubuntu8.12
2026-02-10 00:25:03 startup archives unpack
2026-02-10 00:25:03 upgrade zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2 1:1.3.dfsg-3.1ubuntu2.1
2026-02-10 00:25:03 status half-configured zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2026-02-10 00:25:03 status unpacked zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2026-02-10 00:25:03 status half-installed zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2026-02-10 00:25:04 status unpacked zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2.1
2026-02-10 00:25:04 startup packages configure
2026-02-10 00:25:04 configure zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2.1 <none>
2026-02-10 00:25:04 status unpacked zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2.1
2026-02-10 00:25:04 status half-configured zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2.1
2026-02-10 00:25:04 status installed zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2.1
2026-02-10 00:25:04 startup archives unpack
2026-02-10 00:25:04 upgrade libapt-pkg6.0t64:amd64 2.7.14build2 2.8.3
2026-02-10 00:25:04 status half-configured libapt-pkg6.0t64:amd64 2.7.14build2
2026-02-10 00:25:04 status unpacked libapt-pkg6.0t64:amd64 2.7.14build2
2026-02-10 00:25:04 status half-installed libapt-pkg6.0t64:amd64 2.7.14build2
2026-02-10 00:25:04 status unpacked libapt-pkg6.0t64:amd64 2.8.3
2026-02-10 00:25:04 startup packages configure
2026-02-10 00:25:04 configure libapt-pkg6.0t64:amd64 2.8.3 <none>
2026-02-10 00:25:04 status unpacked libapt-pkg6.0t64:amd64 2.8.3
2026-02-10 00:25:04 status half-configured libapt-pkg6.0t64:amd64 2.8.3
2026-02-10 00:25:04 status installed libapt-pkg6.0t64:amd64 2.8.3
2026-02-10 00:25:04 startup archives unpack
2026-02-10 00:25:04 upgrade dpkg:amd64 1.22.6ubuntu6 1.22.6ubuntu6.5
2026-02-10 00:25:04 status half-configured dpkg:amd64 1.22.6ubuntu6
2026-02-10 00:25:04 status unpacked dpkg:amd64 1.22.6ubuntu6
2026-02-10 00:25:04 status half-installed dpkg:amd64 1.22.6ubuntu6
2026-02-10 00:25:04 status unpacked dpkg:amd64 1.22.6ubuntu6.5
2026-02-10 00:25:04 startup packages configure
2026-02-10 00:25:04 configure dpkg:amd64 1.22.6ubuntu6.5 <none>
2026-02-10 00:25:04 status unpacked dpkg:amd64 1.22.6ubuntu6.5
2026-02-10 00:25:04 status half-configured dpkg:amd64 1.22.6ubuntu6.5
2026-02-10 00:25:04 status installed dpkg:amd64 1.22.6ubuntu6.5
2026-02-10 00:25:04 startup archives unpack
2026-02-10 00:25:04 upgrade gzip:amd64 1.12-1ubuntu3 1.12-1ubuntu3.1
2026-02-10 00:25:04 status half-configured gzip:amd64 1.12-1ubuntu3
2026-02-10 00:25:04 status unpacked gzip:amd64 1.12-1ubuntu3
2026-02-10 00:25:04 status half-installed gzip:amd64 1.12-1ubuntu3
2026-02-10 00:25:04 status unpacked gzip:amd64 1.12-1ubuntu3.1
2026-02-10 00:25:04 startup packages configure
2026-02-10 00:25:04 configure gzip:amd64 1.12-1ubuntu3.1 <none>
2026-02-10 00:25:04 status unpacked gzip:amd64 1.12-1ubuntu3.1
2026-02-10 00:25:04 status half-configured gzip:amd64 1.12-1ubuntu3.1
2026-02-10 00:25:04 status installed gzip:amd64 1.12-1ubuntu3.1
2026-02-10 00:25:04 startup archives unpack
2026-02-10 00:25:04 upgrade login:amd64 1:4.13+dfsg1-4ubuntu3 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:04 status half-configured login:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-10 00:25:04 status unpacked login:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-10 00:25:04 status half-installed login:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-10 00:25:04 status unpacked login:amd64 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:04 startup packages configure
2026-02-10 00:25:04 configure login:amd64 1:4.13+dfsg1-4ubuntu3.2 <none>
2026-02-10 00:25:04 status unpacked login:amd64 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:04 status half-configured login:amd64 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:04 status installed login:amd64 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:04 startup archives unpack
2026-02-10 00:25:04 upgrade perl-base:amd64 5.38.2-3.2build2 5.38.2-3.2ubuntu0.2
2026-02-10 00:25:04 status half-configured perl-base:amd64 5.38.2-3.2build2
2026-02-10 00:25:04 status unpacked perl-base:amd64 5.38.2-3.2build2
2026-02-10 00:25:04 status half-installed perl-base:amd64 5.38.2-3.2build2
2026-02-10 00:25:04 status unpacked perl-base:amd64 5.38.2-3.2ubuntu0.2
2026-02-10 00:25:04 startup packages configure
2026-02-10 00:25:04 configure perl-base:amd64 5.38.2-3.2ubuntu0.2 <none>
2026-02-10 00:25:04 status unpacked perl-base:amd64 5.38.2-3.2ubuntu0.2
2026-02-10 00:25:04 status half-configured perl-base:amd64 5.38.2-3.2ubuntu0.2
2026-02-10 00:25:04 status installed perl-base:amd64 5.38.2-3.2ubuntu0.2
2026-02-10 00:25:04 startup archives unpack
2026-02-10 00:25:04 upgrade util-linux:amd64 2.39.3-9ubuntu6 2.39.3-9ubuntu6.4
2026-02-10 00:25:04 status half-configured util-linux:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:04 status unpacked util-linux:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:04 status half-installed util-linux:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:04 status unpacked util-linux:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:04 startup packages configure
2026-02-10 00:25:04 configure util-linux:amd64 2.39.3-9ubuntu6.4 <none>
2026-02-10 00:25:04 status unpacked util-linux:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:04 status half-configured util-linux:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:05 status installed util-linux:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libc-bin:amd64 2.39-0ubuntu8 2.39-0ubuntu8.7
2026-02-10 00:25:05 status half-configured libc-bin:amd64 2.39-0ubuntu8
2026-02-10 00:25:05 status unpacked libc-bin:amd64 2.39-0ubuntu8
2026-02-10 00:25:05 status half-installed libc-bin:amd64 2.39-0ubuntu8
2026-02-10 00:25:05 status unpacked libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libc-bin:amd64 2.39-0ubuntu8.7 <none>
2026-02-10 00:25:05 status unpacked libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:05 status half-configured libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:05 status installed libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libgpg-error0:amd64 1.47-3build2 1.47-3build2.1
2026-02-10 00:25:05 status triggers-pending libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:05 status half-configured libgpg-error0:amd64 1.47-3build2
2026-02-10 00:25:05 status unpacked libgpg-error0:amd64 1.47-3build2
2026-02-10 00:25:05 status half-installed libgpg-error0:amd64 1.47-3build2
2026-02-10 00:25:05 status unpacked libgpg-error0:amd64 1.47-3build2.1
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libgpg-error0:amd64 1.47-3build2.1 <none>
2026-02-10 00:25:05 status unpacked libgpg-error0:amd64 1.47-3build2.1
2026-02-10 00:25:05 status half-configured libgpg-error0:amd64 1.47-3build2.1
2026-02-10 00:25:05 status installed libgpg-error0:amd64 1.47-3build2.1
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade gpgv:amd64 2.4.4-2ubuntu17 2.4.4-2ubuntu17.4
2026-02-10 00:25:05 status half-configured gpgv:amd64 2.4.4-2ubuntu17
2026-02-10 00:25:05 status unpacked gpgv:amd64 2.4.4-2ubuntu17
2026-02-10 00:25:05 status half-installed gpgv:amd64 2.4.4-2ubuntu17
2026-02-10 00:25:05 status unpacked gpgv:amd64 2.4.4-2ubuntu17.4
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure gpgv:amd64 2.4.4-2ubuntu17.4 <none>
2026-02-10 00:25:05 status unpacked gpgv:amd64 2.4.4-2ubuntu17.4
2026-02-10 00:25:05 status half-configured gpgv:amd64 2.4.4-2ubuntu17.4
2026-02-10 00:25:05 status installed gpgv:amd64 2.4.4-2ubuntu17.4
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6 2:6.3.0+dfsg-2ubuntu6.1
2026-02-10 00:25:05 status half-configured libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2026-02-10 00:25:05 status unpacked libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2026-02-10 00:25:05 status half-installed libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2026-02-10 00:25:05 status unpacked libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6.1
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6.1 <none>
2026-02-10 00:25:05 status unpacked libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6.1
2026-02-10 00:25:05 status half-configured libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6.1
2026-02-10 00:25:05 status installed libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6.1
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libnettle8t64:amd64 3.9.1-2.2build1 3.9.1-2.2build1.1
2026-02-10 00:25:05 status half-configured libnettle8t64:amd64 3.9.1-2.2build1
2026-02-10 00:25:05 status unpacked libnettle8t64:amd64 3.9.1-2.2build1
2026-02-10 00:25:05 status half-installed libnettle8t64:amd64 3.9.1-2.2build1
2026-02-10 00:25:05 status unpacked libnettle8t64:amd64 3.9.1-2.2build1.1
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libnettle8t64:amd64 3.9.1-2.2build1.1 <none>
2026-02-10 00:25:05 status unpacked libnettle8t64:amd64 3.9.1-2.2build1.1
2026-02-10 00:25:05 status half-configured libnettle8t64:amd64 3.9.1-2.2build1.1
2026-02-10 00:25:05 status installed libnettle8t64:amd64 3.9.1-2.2build1.1
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libhogweed6t64:amd64 3.9.1-2.2build1 3.9.1-2.2build1.1
2026-02-10 00:25:05 status half-configured libhogweed6t64:amd64 3.9.1-2.2build1
2026-02-10 00:25:05 status unpacked libhogweed6t64:amd64 3.9.1-2.2build1
2026-02-10 00:25:05 status half-installed libhogweed6t64:amd64 3.9.1-2.2build1
2026-02-10 00:25:05 status unpacked libhogweed6t64:amd64 3.9.1-2.2build1.1
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libhogweed6t64:amd64 3.9.1-2.2build1.1 <none>
2026-02-10 00:25:05 status unpacked libhogweed6t64:amd64 3.9.1-2.2build1.1
2026-02-10 00:25:05 status half-configured libhogweed6t64:amd64 3.9.1-2.2build1.1
2026-02-10 00:25:05 status installed libhogweed6t64:amd64 3.9.1-2.2build1.1
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libunistring5:amd64 1.1-2build1 1.1-2build1.1
2026-02-10 00:25:05 status half-configured libunistring5:amd64 1.1-2build1
2026-02-10 00:25:05 status unpacked libunistring5:amd64 1.1-2build1
2026-02-10 00:25:05 status half-installed libunistring5:amd64 1.1-2build1
2026-02-10 00:25:05 status unpacked libunistring5:amd64 1.1-2build1.1
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libunistring5:amd64 1.1-2build1.1 <none>
2026-02-10 00:25:05 status unpacked libunistring5:amd64 1.1-2build1.1
2026-02-10 00:25:05 status half-configured libunistring5:amd64 1.1-2build1.1
2026-02-10 00:25:05 status installed libunistring5:amd64 1.1-2build1.1
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libidn2-0:amd64 2.3.7-2build1 2.3.7-2build1.1
2026-02-10 00:25:05 status half-configured libidn2-0:amd64 2.3.7-2build1
2026-02-10 00:25:05 status unpacked libidn2-0:amd64 2.3.7-2build1
2026-02-10 00:25:05 status half-installed libidn2-0:amd64 2.3.7-2build1
2026-02-10 00:25:05 status unpacked libidn2-0:amd64 2.3.7-2build1.1
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libidn2-0:amd64 2.3.7-2build1.1 <none>
2026-02-10 00:25:05 status unpacked libidn2-0:amd64 2.3.7-2build1.1
2026-02-10 00:25:05 status half-configured libidn2-0:amd64 2.3.7-2build1.1
2026-02-10 00:25:05 status installed libidn2-0:amd64 2.3.7-2build1.1
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libp11-kit0:amd64 0.25.3-4ubuntu2 0.25.3-4ubuntu2.1
2026-02-10 00:25:05 status half-configured libp11-kit0:amd64 0.25.3-4ubuntu2
2026-02-10 00:25:05 status unpacked libp11-kit0:amd64 0.25.3-4ubuntu2
2026-02-10 00:25:05 status half-installed libp11-kit0:amd64 0.25.3-4ubuntu2
2026-02-10 00:25:05 status unpacked libp11-kit0:amd64 0.25.3-4ubuntu2.1
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libp11-kit0:amd64 0.25.3-4ubuntu2.1 <none>
2026-02-10 00:25:05 status unpacked libp11-kit0:amd64 0.25.3-4ubuntu2.1
2026-02-10 00:25:05 status half-configured libp11-kit0:amd64 0.25.3-4ubuntu2.1
2026-02-10 00:25:05 status installed libp11-kit0:amd64 0.25.3-4ubuntu2.1
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libtasn1-6:amd64 4.19.0-3build1 4.19.0-3ubuntu0.24.04.2
2026-02-10 00:25:05 status half-configured libtasn1-6:amd64 4.19.0-3build1
2026-02-10 00:25:05 status unpacked libtasn1-6:amd64 4.19.0-3build1
2026-02-10 00:25:05 status half-installed libtasn1-6:amd64 4.19.0-3build1
2026-02-10 00:25:05 status unpacked libtasn1-6:amd64 4.19.0-3ubuntu0.24.04.2
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libtasn1-6:amd64 4.19.0-3ubuntu0.24.04.2 <none>
2026-02-10 00:25:05 status unpacked libtasn1-6:amd64 4.19.0-3ubuntu0.24.04.2
2026-02-10 00:25:05 status half-configured libtasn1-6:amd64 4.19.0-3ubuntu0.24.04.2
2026-02-10 00:25:05 status installed libtasn1-6:amd64 4.19.0-3ubuntu0.24.04.2
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libgnutls30t64:amd64 3.8.3-1.1ubuntu3 3.8.3-1.1ubuntu3.4
2026-02-10 00:25:05 status half-configured libgnutls30t64:amd64 3.8.3-1.1ubuntu3
2026-02-10 00:25:05 status unpacked libgnutls30t64:amd64 3.8.3-1.1ubuntu3
2026-02-10 00:25:05 status half-installed libgnutls30t64:amd64 3.8.3-1.1ubuntu3
2026-02-10 00:25:05 status unpacked libgnutls30t64:amd64 3.8.3-1.1ubuntu3.4
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libgnutls30t64:amd64 3.8.3-1.1ubuntu3.4 <none>
2026-02-10 00:25:05 status unpacked libgnutls30t64:amd64 3.8.3-1.1ubuntu3.4
2026-02-10 00:25:05 status half-configured libgnutls30t64:amd64 3.8.3-1.1ubuntu3.4
2026-02-10 00:25:05 status installed libgnutls30t64:amd64 3.8.3-1.1ubuntu3.4
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade libseccomp2:amd64 2.5.5-1ubuntu3 2.5.5-1ubuntu3.1
2026-02-10 00:25:05 status half-configured libseccomp2:amd64 2.5.5-1ubuntu3
2026-02-10 00:25:05 status unpacked libseccomp2:amd64 2.5.5-1ubuntu3
2026-02-10 00:25:05 status half-installed libseccomp2:amd64 2.5.5-1ubuntu3
2026-02-10 00:25:05 status unpacked libseccomp2:amd64 2.5.5-1ubuntu3.1
2026-02-10 00:25:05 startup packages configure
2026-02-10 00:25:05 configure libseccomp2:amd64 2.5.5-1ubuntu3.1 <none>
2026-02-10 00:25:05 status unpacked libseccomp2:amd64 2.5.5-1ubuntu3.1
2026-02-10 00:25:05 status half-configured libseccomp2:amd64 2.5.5-1ubuntu3.1
2026-02-10 00:25:05 status installed libseccomp2:amd64 2.5.5-1ubuntu3.1
2026-02-10 00:25:05 startup archives unpack
2026-02-10 00:25:05 upgrade apt:amd64 2.7.14build2 2.8.3
2026-02-10 00:25:05 status half-configured apt:amd64 2.7.14build2
2026-02-10 00:25:05 status unpacked apt:amd64 2.7.14build2
2026-02-10 00:25:05 status half-installed apt:amd64 2.7.14build2
2026-02-10 00:25:06 status unpacked apt:amd64 2.8.3
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure apt:amd64 2.8.3 <none>
2026-02-10 00:25:06 status unpacked apt:amd64 2.8.3
2026-02-10 00:25:06 status half-configured apt:amd64 2.8.3
2026-02-10 00:25:06 status installed apt:amd64 2.8.3
2026-02-10 00:25:06 startup archives unpack
2026-02-10 00:25:06 upgrade logsave:amd64 1.47.0-2.4~exp1ubuntu4 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 status half-configured logsave:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status unpacked logsave:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status half-installed logsave:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status unpacked logsave:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 upgrade libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 status half-configured libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status unpacked libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status half-installed libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status unpacked libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4.1 <none>
2026-02-10 00:25:06 status unpacked libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 status half-configured libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 status installed libext2fs2t64:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 startup archives unpack
2026-02-10 00:25:06 upgrade e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 status half-configured e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status unpacked e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status half-installed e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:06 status unpacked e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:06 upgrade mount:amd64 2.39.3-9ubuntu6 2.39.3-9ubuntu6.4
2026-02-10 00:25:06 status half-configured mount:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:06 status unpacked mount:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:06 status half-installed mount:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:06 status unpacked mount:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:06 upgrade libacl1:amd64 2.3.2-1build1 2.3.2-1build1.1
2026-02-10 00:25:06 status half-configured libacl1:amd64 2.3.2-1build1
2026-02-10 00:25:06 status unpacked libacl1:amd64 2.3.2-1build1
2026-02-10 00:25:06 status half-installed libacl1:amd64 2.3.2-1build1
2026-02-10 00:25:06 status unpacked libacl1:amd64 2.3.2-1build1.1
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure libacl1:amd64 2.3.2-1build1.1 <none>
2026-02-10 00:25:06 status unpacked libacl1:amd64 2.3.2-1build1.1
2026-02-10 00:25:06 status half-configured libacl1:amd64 2.3.2-1build1.1
2026-02-10 00:25:06 status installed libacl1:amd64 2.3.2-1build1.1
2026-02-10 00:25:06 startup archives unpack
2026-02-10 00:25:06 upgrade libattr1:amd64 1:2.5.2-1build1 1:2.5.2-1build1.1
2026-02-10 00:25:06 status half-configured libattr1:amd64 1:2.5.2-1build1
2026-02-10 00:25:06 status unpacked libattr1:amd64 1:2.5.2-1build1
2026-02-10 00:25:06 status half-installed libattr1:amd64 1:2.5.2-1build1
2026-02-10 00:25:06 status unpacked libattr1:amd64 1:2.5.2-1build1.1
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure libattr1:amd64 1:2.5.2-1build1.1 <none>
